term,stem,count,sample_size,ratio,google_w2v_x,google_w2v_y
"described","describ","6","1000","0.006","0","0"
"demonstrations","demonstr","6","1000","0.006","0","0"
"defending","defend","6","1000","0.006","0","0"
"criminal","crimin","6","1000","0.006","0","0"
"crashed","crash","6","1000","0.006","0","0"
"covid","covid","6","1000","0.006","0","0"
"cooper","cooper","6","1000","0.006","0","0"
"condemnation","condemn","6","1000","0.006","0","0"
"characters","charact","6","1000","0.006","0","0"
"bring","bring","6","1000","0.006","0","0"
"beijing's","beij","6","1000","0.006","0","0"
"based","base","6","1000","0.006","0","0"
"bank","bank","6","1000","0.006","0","0"
"advanced","advanc","6","1000","0.006","0","0"
"abuse","abus","6","1000","0.006","0","0"
"youth","youth","5","1000","0.005","0","0"
"wrote","wrote","5","1000","0.005","0","0"
"writes","write","5","1000","0.005","0","0"
"won","won","5","1000","0.005","0","0"
"wish","wish","5","1000","0.005","0","0"
"whip","whip","5","1000","0.005","0","0"
"western","western","5","1000","0.005","0","0"
"watching","watch","5","1000","0.005","0","0"
"wartime","wartim","5","1000","0.005","0","0"
"village","villag","5","1000","0.005","0","0"
"urged","urg","5","1000","0.005","0","0"
"type","type","5","1000","0.005","0","0"
"turned","turn","5","1000","0.005","0","0"
"tuesday","tuesday","5","1000","0.005","0","0"
"trip","trip","5","1000","0.005","0","0"
"territory","territori","5","1000","0.005","0","0"
"team","team","5","1000","0.005","0","0"
"suggests","suggest","5","1000","0.005","0","0"
"special","special","5","1000","0.005","0","0"
"soviet","soviet","5","1000","0.005","0","0"
"single","singl","5","1000","0.005","0","0"
"shock","shock","5","1000","0.005","0","0"
"sex","sex","5","1000","0.005","0","0"
"session","session","5","1000","0.005","0","0"
"serious","serious","5","1000","0.005","0","0"
"scholars","scholar","5","1000","0.005","0","0"
"scared","scare","5","1000","0.005","0","0"
"save","save","5","1000","0.005","0","0"
"safe","safe","5","1000","0.005","0","0"
"reuters","reuter","5","1000","0.005","0","0"
"retired","retir","5","1000","0.005","0","0"
"residents","resid","5","1000","0.005","0","0"
