term,stem,count,sample_size,ratio,google_w2v_x,google_w2v_y
"province","provinc","5","1000","0.005","0","0"
"prospect","prospect","5","1000","0.005","0","0"
"proposal","propos","5","1000","0.005","0","0"
"prompted","prompt","5","1000","0.005","0","0"
"promise","promis","5","1000","0.005","0","0"
"prominent","promin","5","1000","0.005","0","0"
"prices","price","5","1000","0.005","0","0"
"poll","poll","5","1000","0.005","0","0"
"politicians","politician","5","1000","0.005","0","0"
"partner","partner","5","1000","0.005","0","0"
"park","park","5","1000","0.005","0","0"
"pakistan","pakistan","5","1000","0.005","0","0"
"outrage","outrag","5","1000","0.005","0","0"
"offering","offer","5","1000","0.005","0","0"
"occurs","occur","5","1000","0.005","0","0"
"nkrumah","nkrumah","5","1000","0.005","0","0"
"nfl","nfl","5","1000","0.005","0","0"
"nelson","nelson","5","1000","0.005","0","0"
"moral","moral","5","1000","0.005","0","0"
"minority","minor","5","1000","0.005","0","0"
"minnesota","minnesota","5","1000","0.005","0","0"
"love","love","5","1000","0.005","0","0"
"little","littl","5","1000","0.005","0","0"
"linked","link","5","1000","0.005","0","0"
"late","late","5","1000","0.005","0","0"
"joe","joe","5","1000","0.005","0","0"
"james","jame","5","1000","0.005","0","0"
"introduction","introduct","5","1000","0.005","0","0"
"intense","intens","5","1000","0.005","0","0"
"individual","individu","5","1000","0.005","0","0"
"idea","idea","5","1000","0.005","0","0"
"hut","hut","5","1000","0.005","0","0"
"highlighted","highlight","5","1000","0.005","0","0"
"held","held","5","1000","0.005","0","0"
"hatred","hatr","5","1000","0.005","0","0"
"harm","harm","5","1000","0.005","0","0"
"harassment","harass","5","1000","0.005","0","0"
"handle","handl","5","1000","0.005","0","0"
"growing","grow","5","1000","0.005","0","0"
"goals","goal","5","1000","0.005","0","0"
"germany","germani","5","1000","0.005","0","0"
"german","german","5","1000","0.005","0","0"
"front","front","5","1000","0.005","0","0"
"floyd","floyd","5","1000","0.005","0","0"
"film","film","5","1000","0.005","0","0"
"figure","figur","5","1000","0.005","0","0"
"fatal","fatal","5","1000","0.005","0","0"
"farmers","farmer","5","1000","0.005","0","0"
"false","fals","5","1000","0.005","0","0"
"falling","fall","5","1000","0.005","0","0"
"exposure","exposur","5","1000","0.005","0","0"
"exploitation","exploit","5","1000","0.005","0","0"
"explain","explain","5","1000","0.005","0","0"
"experience","experi","5","1000","0.005","0","0"
